Unnamed: 0,name,genre,emotions
1628,Where Echoes Die,"['Fantasy', 'Paranormal', 'LGBT', 'Horror', 'Mystery', 'Young Adult']","['Angry', 'Neutral']"
1632,Hunted (The Dark in You #9),"['Fantasy', 'Humor']",['Angry']
1635,"The Simple Wild (Wild, #1)","['Fiction', 'Romance']","['Angry', 'Sad', 'Neutral']"
1636,Jane Eyre,"['Fiction', 'Classics', 'Romance']","['Angry', 'Sad', 'Neutral']"
1637,Aniana del Mar Jumps In,['Poetry'],['Angry']
1639,"Neuromancer (Sprawl, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1643,Enter the Body,['Poetry'],['Angry']
1645,Before We Were Innocent,['Travel'],['Angry']
1652,The Only Purple House in Town,"['Fantasy', 'Paranormal', 'Romance', 'LGBT']","['Angry', 'Sad', 'Neutral']"
1654,The Color of Always,"['Poetry', 'Comics']","['Angry', 'Sad', 'Neutral']"
1660,Sunshine Nails,"['Fiction', 'Romance', 'Humor']","['Angry', 'Sad', 'Neutral']"
1664,"La última nota (Canciones para ella, #1)",['Music'],['Angry']
1666,The Woods Are Waiting,"['Fantasy', 'Suspense', 'Horror', 'Thriller']","['Angry', 'Happy', 'Neutral']"
1668,Death Loot &amp; Vampires (The Vampire Vincent #1),"['Fantasy', 'Humor']",['Angry']
1675,"Bird Box (Bird Box, #1)",['Horror'],['Neutral']
1677,Saints of the Household,"['Poetry', 'Art']",['Angry']
1679,A Walk in the Woods: Rediscovering America on the Appalachian Trail,"['Memoir', 'Nonfiction', 'Travel', 'Humor']",['Angry']
1680,Artemis,['Science Fiction'],"['Happy', 'Neutral']"
1683,The Beauty of Rain,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
1685,Zero Days,"['Fiction', 'Suspense', 'Thriller']","['Happy', 'Neutral']"
1692,Horrorstör,['Horror'],['Neutral']
1694,Finding Us (Pictures of the Heart Book #2),['Historical Fiction'],['Angry']
1695,Kingdom Come,['Comics'],"['Sad', 'Neutral']"
1696,A Crooked Mark,"['Paranormal', 'Horror', 'Young Adult']",['Neutral']
1697,"Paper Girls, Volume 1","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1703,"The Cruel Prince (The Folk of the Air, #1)","['Fantasy', 'Romance']","['Angry', 'Sad', 'Neutral']"
1705,Flowers on the Moon,['Poetry'],['Angry']
1711,Titles Ruin Everything: A Stream of Consciousness,"['Poetry', 'Nonfiction']",['Angry']
1721,The Martian Chronicles,['Science Fiction'],"['Happy', 'Neutral']"
1722,"The Atlas Six (The Atlas, #1)",['Fantasy'],['Angry']
1725,The Little Italian Hotel,"['Travel', 'Chick Lit']",['Angry']
1726,Gone Girl,"['Mystery', 'Suspense', 'Fiction', 'Crime', 'Thriller']","['Happy', 'Neutral']"
1730,"Defy Me (Shatter Me, #5)",['Romance'],"['Angry', 'Sad', 'Neutral']"
1731,呪術廻戦 23 [Jujutsu Kaisen 23],"['Manga', 'Young Adult', 'Horror', 'Graphic Novels']",['Neutral']
1739,Between Us,['Romance'],"['Angry', 'Sad', 'Neutral']"
1740,The Saint of Bright Doors,"['Fantasy', 'Science Fiction', 'LGBT']","['Angry', 'Happy', 'Neutral']"
1741,"The Lightning Thief (Percy Jackson and the Olympians, #1)","['Fantasy', 'Childrens', 'Young Adult']",['Angry']
1747,Clark &amp; Lex,"['Science Fiction', 'Graphic Novels', 'Childrens', 'Comics']","['Happy', 'Sad', 'Neutral']"
1750,青の祓魔師 29 [Ao no Exorcist 29],"['Fantasy', 'Manga']",['Angry']
1752,"Ender’s Game (Ender's Saga, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1753,Dylan Dog n. 442: Frammenti,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1756,Beach Read,"['Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
1757,Punching the Air,['Poetry'],['Angry']
1759,And Then There Were None,"['Mystery', 'Suspense', 'Classics', 'Crime', 'Thriller']","['Happy', 'Neutral']"
1760,We Had to Remove This Post,['Horror'],['Neutral']
1762,The Last Bookshop in London,['Historical Fiction'],['Angry']
1764,A Very Nice Girl,['Music'],['Angry']
1769,Last Night at the Telegraph Club,"['LGBT', 'Historical Fiction', 'Young Adult']",['Angry']
1770,We Could Be So Good,"['LGBT', 'Historical Fiction']",['Angry']
1772,"Starsight (Skyward, #2)",['Science Fiction'],"['Happy', 'Neutral']"
1773,Solito,"['Memoir', 'Travel']",['Angry']
1775,Ruined,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1776,The Paris Agent,"['Fiction', 'Mystery', 'Historical Fiction']",['Angry']
1777,マッシュル-MASHLE- 1,['Comics'],"['Sad', 'Neutral']"
1778,"First Comes Scandal (Rokesbys, #4)",['Historical Fiction'],['Angry']
1782,"A Game of Gods (Hades x Persephone Saga, #6)","['Fantasy', 'Romance', 'Fiction']","['Angry', 'Sad', 'Neutral']"
1783,The Rime of the Ancient Mariner,['Poetry'],['Angry']
1785,House of Leaves,['Horror'],['Neutral']
1788,"Return of the Lost Bride (Crowns &amp; Kilts, #4)",['Historical Fiction'],['Angry']
1792,"Lightlark (Lightlark, #1)","['Fantasy', 'Young Adult']",['Angry']
1801,The Only Good Indians,['Horror'],['Neutral']
1802,The Summer Job,['Travel'],['Angry']
1806,1984,"['Fiction', 'Classics', 'Science Fiction']","['Happy', 'Neutral']"
1808,The Coach Trip,['Travel'],['Angry']
1810,What the Neighbors Saw,['Thriller'],"['Happy', 'Neutral']"
1814,"Drums of Autumn (Outlander, #4)",['Historical Fiction'],['Angry']
1815,"Bishop&#39;s Flight (Elemental Covenant, #4)","['Fantasy', 'Paranormal', 'Mystery']",['Angry']
1816,"The Adventures of Amina al-Sirafi (Amina al-Sirafi, #1)",['Fantasy'],['Angry']
1819,The Final Girl Support Group,['Horror'],['Neutral']
1821,"Hyperion (Hyperion Cantos, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1822,The Summer Girl,"['Thriller', 'Mystery']","['Happy', 'Neutral']"
1823,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,['Travel'],['Angry']
1826,The Other World&#39;s Books Depend on the Bean Counter Vol. 3,"['Graphic Novels', 'LGBT', 'Comics']","['Sad', 'Neutral']"
1828,Counting Lost Stars,['Historical Fiction'],['Angry']
1834,The Romantic,"['Travel', 'Biography']",['Angry']
1837,Hidden Pictures,"['Paranormal', 'Thriller', 'Horror']","['Happy', 'Neutral']"
1838,Love on the Coast (McKinnie Mail Order Brides #7),['Historical Fiction'],['Angry']
1839,"Thriller: An Anthology of New Mystery Short Stories (Music and Murder Mystery, #2)","['Thriller', 'Mystery']","['Happy', 'Neutral']"
1840,Ghost Train to the Eastern Star,['Travel'],['Angry']
1842,Consecuencias de decir te quiero,['Poetry'],['Angry']
1845,All the Light We Cannot See,"['Fiction', 'Historical Fiction']",['Angry']
1846,"One of Us Is Back (One of Us Is Lying, #3)","['Fantasy', 'LGBT', 'Horror', 'Mystery', 'Contemporary', 'Romance', 'Fiction', 'Thriller', 'Young Adult']","['Angry', 'Happy', 'Sad', 'Neutral']"
1847,"I, Robot (Robot, #0.1)",['Science Fiction'],"['Happy', 'Neutral']"
1855,"Blind Fear (Finn Thrillers, #3)","['Mystery', 'Suspense', 'Fiction', 'Crime', 'Thriller']","['Happy', 'Neutral']"
1856,Everything the Darkness Eats,"['Horror', 'LGBT']",['Neutral']
1859,"How to Tame a Wild Rogue (The Palace of Rogues, #6)","['Romance', 'Historical Fiction']","['Angry', 'Sad', 'Neutral']"
1861,You Won&#39;t Believe Me,"['Horror', 'Young Adult']",['Neutral']
1867,The Haunting of Hill House,"['Classics', 'Horror']",['Neutral']
1868,The Beast You Are: Stories,"['Fantasy', 'Thriller', 'Horror', 'Science Fiction']","['Angry', 'Happy', 'Neutral']"
1869,Translation State,"['Science Fiction', 'LGBT']","['Happy', 'Neutral']"
1870,"One of Us Is Lying (One of Us is Lying, #1)","['Mystery', 'Suspense', 'Contemporary', 'Crime', 'Thriller']","['Happy', 'Neutral']"
1871,The Locked Door,"['Suspense', 'Thriller', 'Horror']","['Happy', 'Neutral']"
1872,After Death,"['Paranormal', 'Science Fiction', 'Horror', 'Mystery', 'Suspense', 'Fiction', 'Thriller']","['Happy', 'Neutral']"
1873,"The Return of the King (The Lord of the Rings, #3)","['Fantasy', 'Classics']",['Angry']
1876,The Girl I Was,"['Science Fiction', 'Humor']","['Happy', 'Neutral']"
1880,The Faint of Heart,"['Young Adult', 'Science Fiction', 'Comics']","['Happy', 'Sad', 'Neutral']"
1883,Sun Damage,['Travel'],['Angry']
1885,One Summer in Savannah,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
1887,Salt,['Poetry'],['Angry']
1890,Will They or Won&#39;t They,"['Fiction', 'Romance']","['Angry', 'Sad', 'Neutral']"
1891,チェンソーマン 14 [Chainsaw Man 14],['Comics'],"['Sad', 'Neutral']"
1892,The Underground Railroad,['Historical Fiction'],['Angry']
1893,"Yours Truly (Part of Your World, #2)","['Contemporary', 'Romance']","['Angry', 'Sad', 'Neutral']"
1898,"Daughter of the Siren Queen (Daughter of the Pirate King, #2)",['Fantasy'],['Angry']
1899,"The Nice House on the Lake, Vol. 2","['Science Fiction', 'Comics']","['Happy', 'Sad', 'Neutral']"
1900,"Salvage (The Delphic Dame, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1901,"The Murder Wheel (Joseph Spector, #2)","['Thriller', 'Mystery', 'Historical Fiction']","['Angry', 'Happy', 'Neutral']"
1902,Ladies of the Lake,"['Christian', 'Historical Fiction']",['Angry']
1903,The Second Ending,['Music'],['Angry']
1906,On Earth as It Is on Television,"['Fantasy', 'Science Fiction', 'Fiction', 'Humor']","['Angry', 'Happy', 'Neutral']"
1909,"As Good As Dead (A Good Girl&#39;s Guide to Murder, #3)","['Contemporary', 'Thriller']","['Happy', 'Neutral']"
1912,Pineapple Street,"['Fiction', 'Contemporary', 'Historical Fiction']",['Angry']
1916,XOXO,['Music'],['Angry']
1917,Leave the World Behind,['Horror'],['Neutral']
1918,The Poet X,['Poetry'],['Angry']
1920,"One Dark Window (The Shepherd King, #1)",['Horror'],['Neutral']
1921,The Soulmate,['Thriller'],"['Happy', 'Neutral']"
1922,Don&#39;t Tell Anybody the Secrets I Told You: A Memoir,"['Music', 'Nonfiction', 'Biography']",['Angry']
1924,The Last Time I Lied,['Horror'],['Neutral']
1928,Eerie Tales from the School of Screams,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
1936,"A Deadly Education (The Scholomance, #1)","['Fantasy', 'Young Adult']",['Angry']
1937,"The Last Ride of the Pony Express: My 2,000-mile Horseback Journey into the Old West","['History', 'Memoir', 'Travel', 'Biography']",['Angry']
1938,"The Wicked King (The Folk of the Air, #2)","['Fantasy', 'Romance']","['Angry', 'Sad', 'Neutral']"
1943,"Foundation (Foundation, #1)",['Science Fiction'],"['Happy', 'Neutral']"
1944,"Burned Bones (Blood and Magic Series, #5)",['Fantasy'],['Angry']
1945,Don&#39;t Go Down There,['Horror'],['Neutral']
1949,Interpreting Fate (Outer Limits Quadrant #3),['Science Fiction'],"['Happy', 'Neutral']"
1950,Absolutely on Music: Conversations with Seiji Ozawa,['Music'],['Angry']
1953,"The Little Café in Copenhagen (Romantic Escapes, #1)",['Travel'],['Angry']
1958,"One Kiss: Riverbend Lighter One (Lighter Ones, #6)","['Romance', 'Humor']","['Angry', 'Sad', 'Neutral']"
1960,"Sorcery of Thorns (Sorcery of Thorns, #1)","['Fantasy', 'Young Adult']",['Angry']
1961,"Defiance of the Fall 9 (Defiance of the Fall, #9)",['Science Fiction'],"['Happy', 'Neutral']"
1964,The Madwomen of Paris,"['Psychology', 'Historical Fiction']",['Angry']
1966,Corkscrew (Nameless: Season Two #5),['Science Fiction'],"['Happy', 'Neutral']"
1971,The Collected Poems,['Poetry'],['Angry']
1972,"Beautiful Disaster (Beautiful, #1)",['Romance'],"['Angry', 'Sad', 'Neutral']"
1973,Love Unseen,['Historical Fiction'],['Angry']
1978,The Time Traveler's Wife,['Romance'],"['Angry', 'Sad', 'Neutral']"
1979,Wolfpack,"['Poetry', 'Childrens', 'Young Adult']",['Angry']
1980,The Frugal Wizard’s Handbook for Surviving Medieval England,['Fantasy'],['Angry']
1982,Real Estate,['Travel'],['Angry']
1986,Bear With Me Now,['Travel'],['Angry']
1988,A Cook's Tour: Global Adventures in Extreme Cuisines,['Travel'],['Angry']
1992,Daisy Jones & The Six,"['Music', 'Historical Fiction']",['Angry']
1994,One Night on the Island,['Travel'],['Angry']
1995,"Cilka&#39;s Journey (The Tattooist of Auschwitz, #2)","['History', 'Historical Fiction']",['Angry']
1996,"Fragile Heart (Scarlet Luck, #2)",['Music'],['Angry']
1997,Ode to My First Car,['Poetry'],['Angry']
1999,"The League of Extraordinary Gentlemen, Vol. 1",['Comics'],"['Sad', 'Neutral']"
2002,"Highball Rush (Bootleg Springs, #6)",['Music'],['Angry']
2004,"The Girl Who Kicked the Hornet's Nest (Millennium, #3)","['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
2008,"Big Panda &amp; Tiny Dragon (Big Panda &amp; Tiny Dragon, #1)","['Spirituality', 'Graphic Novels', 'Poetry', 'Philosophy', 'Nonfiction']",['Angry']
2010,Junkyard Joe,"['Graphic Novels', 'Science Fiction', 'Comics']","['Happy', 'Sad', 'Neutral']"
2012,Girlfriend on Mars,"['Fantasy', 'Science Fiction', 'Science']","['Angry', 'Happy', 'Neutral']"
2013,Brooms,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2015,The History of Jazz,['Music'],['Angry']
2018,Palazzo,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
2024,The Whisper Man,['Horror'],['Neutral']
2031,"Hammered (Legacy of Magic, #1)","['Fantasy', 'Paranormal']",['Angry']
2034,"Eight Billion Genies: Deluxe Edition, Book One","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2038,"Lighter: Let Go of the Past, Connect with the Present, and Expand the Future","['Spirituality', 'Psychology', 'Poetry', 'Philosophy', 'Self Help']",['Angry']
2041,"The Lies of Locke Lamora (Gentleman Bastard, #1)",['Fantasy'],['Angry']
2044,Forever Wicked (Wicked #4),['Music'],['Angry']
2047,The Librarianist,"['Fiction', 'Contemporary', 'Historical Fiction', 'Humor']",['Angry']
2048,Neither Here nor There: Travels in Europe,['Travel'],['Angry']
2050,Tales from Dark Crisis (Dark Crisis on Infinite Earths (2022-)),['Comics'],"['Sad', 'Neutral']"
2052,"The Viscount&#39;s Sinful Bargain (The Dukes&#39; Pact, #1)",['Historical Fiction'],['Angry']
2053,Nemesis: Reloaded,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2054,"Deadly Class, Book Four: Kids Will Be Skeletons","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2056,The Bookstore Sisters,"['Fantasy', 'Contemporary']",['Angry']
2057,Berlin,['Travel'],['Angry']
2063,Cooper (New York Players #2),['Travel'],['Angry']
2064,The Rabbit Hutch,['Horror'],['Neutral']
2067,On a Sunbeam,"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2070,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)","['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2072,The Whispers,"['Fiction', 'Suspense', 'Thriller']","['Happy', 'Neutral']"
2076,"Maybe Now (Maybe, #2)","['Fiction', 'Music']",['Angry']
2078,Evidence of the Affair,"['Contemporary', 'Romance']","['Angry', 'Sad', 'Neutral']"
2080,Evergreens,['Science Fiction'],"['Happy', 'Neutral']"
2085,"All Systems Red (The Murderbot Diaries, #1)",['Science Fiction'],"['Happy', 'Neutral']"
2087,The Sandman Vol. 8: Worlds' End,['Comics'],"['Sad', 'Neutral']"
2090,When Heroes Flew (When Heroes Flew #1),"['History', 'Historical Fiction']",['Angry']
2092,"Magic Claims (Kate Daniels: Wilmington Years, #2; Kate Daniels, #10.6)","['Fantasy', 'Paranormal', 'Humor']",['Angry']
2093,"The Broken Elf King (Kings of Avalier, #2)","['Fantasy', 'Paranormal']",['Angry']
2097,"Bring Down the Stars (Beautiful Hearts, #1)",['Poetry'],['Angry']
2098,The Innocents Abroad,['Travel'],['Angry']
2099,One Tough Cookie,"['Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
2104,Revenge of the Librarians,"['Art', 'Comics']","['Sad', 'Neutral']"
2120,Feelings: A Story in Seasons,['Poetry'],['Angry']
2122,The Summer of Songbirds,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
2124,"The Giver (The Giver, #1)","['Science Fiction', 'Young Adult']","['Happy', 'Neutral']"
2126,"Manhattan (Becker Bothers, #3)",['Music'],['Angry']
2130,Eeriella: Super-Fiend!,['Horror'],['Neutral']
2131,Balada para Sophie,"['Music', 'Art', 'Comics']","['Angry', 'Sad', 'Neutral']"
2137,"The Hawthorne Legacy (The Inheritance Games, #2)","['Romance', 'Young Adult']","['Angry', 'Sad', 'Neutral']"
2140,Give Me a Sign,"['Romance', 'Young Adult']","['Angry', 'Sad', 'Neutral']"
2142,Trouble,"['Romance', 'LGBT', 'Historical Fiction']","['Angry', 'Sad', 'Neutral']"
2144,The Talk,"['Comics', 'Graphic Novels', 'Biography', 'Nonfiction', 'History', 'Memoir']","['Sad', 'Neutral']"
2146,"In the Heart of the Fire (Nameless: Season One, #1)","['Paranormal', 'Horror']",['Neutral']
2148,At the End of Every Day,"['Fantasy', 'Horror', 'Mystery', 'Contemporary', 'Thriller']","['Angry', 'Happy', 'Neutral']"
2149,Malgré tout,['Comics'],"['Sad', 'Neutral']"
2150,Maddalena and the Dark,"['Fantasy', 'Music', 'LGBT', 'Horror', 'Historical Fiction']","['Angry', 'Neutral']"
2151,Slaying the Shadow Prince,"['Fantasy', 'Romance']","['Angry', 'Sad', 'Neutral']"
2153,The Sunset Crowd,"['Contemporary', 'Historical Fiction']",['Angry']
2154,Any Man,['Poetry'],['Angry']
2155,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)","['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
2157,"1,000 Places to See Before You Die: A Traveler's Life List",['Travel'],['Angry']
2158,"Unfortunately Yours  (A Vine Mess, #2)","['Romance', 'Humor']","['Angry', 'Sad', 'Neutral']"
2159,"Friiight Night (Goosebumps SlappyWorld, #19)",['Horror'],['Neutral']
2160,Heart-Shaped Box,['Horror'],['Neutral']
2161,Minds of Sand and Light,['Science Fiction'],"['Happy', 'Neutral']"
2167,Will,['Music'],['Angry']
2173,The Venice Sketchbook,"['Travel', 'Art']",['Angry']
2178,The Perfect Marriage,"['Crime', 'Thriller']","['Happy', 'Neutral']"
2181,Salt to the Sea,['Historical Fiction'],['Angry']
2183,Saved: A War Reporter&#39;s Mission to Make It Home,"['Travel', 'Biography']",['Angry']
2185,I Thought You Said This Would Work,['Travel'],['Angry']
2187,とんがり帽子のアトリエ 12 [Tongari Bōshi no Atelier 12],"['Manga', 'Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2188,"Atlas: The Story of Pa Salt (The Seven Sisters, #8)","['Chick Lit', 'Mystery', 'Contemporary', 'Romance', 'Historical Fiction']","['Angry', 'Sad', 'Neutral']"
2190,とんがり帽子のアトリエ 8 [Tongari Bōshi no Atelier 8],['Comics'],"['Sad', 'Neutral']"
2193,"The Awakening (The Dragon Heart Legacy, #1)",['Fantasy'],['Angry']
2196,The Lost Soul of the City (Nameless: Season Two #1),['Science Fiction'],"['Happy', 'Neutral']"
2197,"Planes, Trains, and All the Feels",['Travel'],['Angry']
2198,Buzzing,"['LGBT', 'Graphic Novels', 'Comics', 'Contemporary', 'Childrens', 'Young Adult']","['Sad', 'Neutral']"
2199,Feral: Losing Myself and Finding My Way in America’s National Parks,"['Nonfiction', 'Travel', 'Biography']",['Angry']
2200,"Magical Midlife Challenge (Leveling Up, #6)","['Fantasy', 'Paranormal', 'Humor']",['Angry']
2202,Blaste from the Past,"['Fantasy', 'Paranormal', 'Romance']","['Angry', 'Sad', 'Neutral']"
2203,Safiyyah&#39;s War,['Historical Fiction'],['Angry']
2207,A Twisted Love Story,"['Mystery', 'Suspense', 'Romance', 'Fiction', 'Thriller']","['Angry', 'Happy', 'Sad', 'Neutral']"
2208,Before We Were Yours,['Historical Fiction'],['Angry']
2210,"Tegan and Sara: Junior High (Tegan and Sara, #1)","['Music', 'LGBT', 'Comics']","['Angry', 'Sad', 'Neutral']"
2211,The Bourne Defiance (Jason Bourne #18),['Thriller'],"['Happy', 'Neutral']"
2212,Around the World in Eighty Days,"['Classics', 'Travel']",['Angry']
2213,Stars Collide,['Music'],['Angry']
2214,Final Girls,['Thriller'],"['Happy', 'Neutral']"
2219,The Exorcist,['Horror'],['Neutral']
2220,Nightmare Island,"['Horror', 'Childrens', 'Young Adult']",['Neutral']
2227,Fun Home: A Family Tragicomic,"['Memoir', 'Graphic Novels', 'LGBT', 'Comics']","['Sad', 'Neutral']"
2228,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",['Fantasy'],['Angry']
2229,"23 Hours to Midnight (Women’s Murder Club, #23)","['Suspense', 'Crime', 'Thriller']","['Happy', 'Neutral']"
2232,One Last Day of Summer,"['Travel', 'Chick Lit']",['Angry']
2233,Rose/House,['Science Fiction'],"['Happy', 'Neutral']"
2234,Blue Highways,['Travel'],['Angry']
2235,The Last Rose of Shanghai,['Historical Fiction'],['Angry']
2236,The Man I Never Met,['Travel'],['Angry']
2238,The Four Winds,['Historical Fiction'],['Angry']
2243,Waterborne (Jake Bendel Thrillers #2),['Science Fiction'],"['Happy', 'Neutral']"
2244,Verity,"['Suspense', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
2250,Ugly Love,"['Contemporary', 'Romance']","['Angry', 'Sad', 'Neutral']"
2252,Unorthodox Love,['Romance'],"['Angry', 'Sad', 'Neutral']"
2255,"The Princess Saves Herself in This One (Women Are Some Kind of Magic, #1)",['Poetry'],['Angry']
2256,Eight Bears: Mythic Past and Imperiled Future,"['History', 'Nonfiction', 'Science', 'Travel']",['Angry']
2257,The Misery House (The House on the Hill #1),"['Thriller', 'Horror']","['Happy', 'Neutral']"
2266,The Layover,['Travel'],['Angry']
2271,The Push,"['Contemporary', 'Horror']",['Neutral']
2273,Howls From the Wreckage: An Anthology of Disaster Horror,['Horror'],['Neutral']
2274,The Forbidden Territory of a Terrifying Woman,"['Fantasy', 'Horror', 'Science Fiction']","['Angry', 'Happy', 'Neutral']"
2275,"Bloodmarked (Legendborn, #2)",['Fantasy'],['Angry']
2277,"The French Chateau Dream (Romantic Escapes, #10)",['Travel'],['Angry']
2280,The House of Lincoln,['Historical Fiction'],['Angry']
2284,Forever Home,"['Suspense', 'Crime', 'Contemporary', 'Thriller']","['Happy', 'Neutral']"
2289,Spider-Man: Fake Red,"['Manga', 'Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2294,Arrangements in Blue: Notes on Loving and Living Alone,['Poetry'],['Angry']
2295,Stay Out Of The Tub!!  (Custer Falls Extreme Horror #2),['Horror'],['Neutral']
2296,"The Priory of the Orange Tree (The Roots of Chaos, #1)","['Fantasy', 'LGBT']",['Angry']
2297,To Flail Against Infinity (The Stargazer&#39;s War #1),['Science Fiction'],"['Happy', 'Neutral']"
2300,Out on a Limb,"['Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
2301,The Motorcycle Diaries: Notes on a Latin American Journey,['Travel'],['Angry']
2305,Memoirs of a Geisha,"['Fiction', 'Historical Fiction']",['Angry']
2311,Everything Is OK,"['Psychology', 'Comics']","['Sad', 'Neutral']"
2314,The Surrogate Mother,"['Fiction', 'Crime', 'Suspense', 'Thriller']","['Happy', 'Neutral']"
2317,"Red Rising (Red Rising Saga, #1)",['Science Fiction'],"['Happy', 'Neutral']"
2321,The Employees: A Workplace Novel of the 22nd Century,['Science Fiction'],"['Happy', 'Neutral']"
2322,This Is Not a Drill,['Poetry'],['Angry']
2323,Brown Girls,['Poetry'],['Angry']
2324,In the Eyes of the Earl,['Historical Fiction'],['Angry']
2329,Reminders of Him,"['Fiction', 'Contemporary', 'Romance', 'Chick Lit']","['Angry', 'Sad', 'Neutral']"
2330,The Girl at the Party,['Thriller'],"['Happy', 'Neutral']"
2331,The Road to Little Dribbling: Adventures of an American in Britain,['Travel'],['Angry']
2334,Songbook,['Music'],['Angry']
2335,Lucky Red,"['LGBT', 'Historical Fiction']",['Angry']
2339,"A Thief in ThunderClan (Warriors: Graphic Novels, #4)","['Manga', 'Graphic Novels', 'Childrens', 'Comics']","['Sad', 'Neutral']"
2341,The Turn of the Key,"['Suspense', 'Crime', 'Thriller', 'Horror']","['Happy', 'Neutral']"
2344,Teenage Mutant Ninja Turtles: Saturday Morning Adventures Vol. 1 (Teenage Mutant Ninja Turtles: Saturday Morning Adventures (2022-2023)),"['Graphic Novels', 'Comics']","['Sad', 'Neutral']"
2348,"Off the Map (Beck Sisters, #3)",['Travel'],['Angry']
2349,I Know What You Did,"['Suspense', 'Crime', 'Thriller', 'Mystery']","['Happy', 'Neutral']"
2351,Starship Troopers,['Science Fiction'],"['Happy', 'Neutral']"
2356,Twenty Years Later,"['Fiction', 'Suspense', 'Thriller']","['Happy', 'Neutral']"
2357,Role Playing,"['Fiction', 'Romance', 'Humor']","['Angry', 'Sad', 'Neutral']"
2358,The Complete Stories and Poems,['Poetry'],['Angry']
2360,"The Witch Doesn&#39;t Burn in This One (Women Are Some Kind of Magic, #2)",['Poetry'],['Angry']
2361,"I Hate Fairyland, Vol. 5: Gert&#39;s Inferno",['Comics'],"['Sad', 'Neutral']"
2362,The Woman in the Castello,"['Horror', 'Historical Fiction']","['Angry', 'Neutral']"
2365,"You Can Die (Laurel Snow, #3)","['Mystery', 'Suspense', 'Romance', 'Crime', 'Thriller']","['Angry', 'Happy', 'Sad', 'Neutral']"
2368,A Thousand Splendid Suns,"['Fiction', 'Historical Fiction']",['Angry']
2369,"呪術廻戦 2 (Jujutsu Kaisen, #2)",['Horror'],['Neutral']
2370,"Origin (Robert Langdon, #5)",['Thriller'],"['Happy', 'Neutral']"
2371,"House of Roots and Ruin (Sisters of the Salt, #2)","['Fantasy', 'Paranormal', 'Horror', 'Mystery', 'Romance', 'Fiction', 'Thriller', 'Historical Fiction', 'Young Adult']","['Angry', 'Happy', 'Sad', 'Neutral']"
2372,Wednesdays at One,"['Contemporary', 'Thriller']","['Happy', 'Neutral']"
2375,Cult Classic (Eric Carter #9),['Horror'],['Neutral']
2376,"Battle of Ink and Ice: A Sensational Story of News Barons, North Pole Explorers, and the Making of Modern Media","['History', 'Nonfiction', 'Travel', 'Biography']",['Angry']
2377,"The Golden Compass (His Dark Materials, #1)","['Fantasy', 'Young Adult']",['Angry']
2378,The Book Woman of Troublesome Creek,['Historical Fiction'],['Angry']
2381,Mortal Follies,"['Fantasy', 'LGBT', 'Romance', 'Historical Fiction', 'Humor']","['Angry', 'Sad', 'Neutral']"
2383,Rez Dogs,['Poetry'],['Angry']
2386,Love & Misadventure,['Poetry'],['Angry']
2387,"Ghosted (Northanger Abbey, #1)","['Paranormal', 'Contemporary', 'Romance', 'Young Adult']","['Angry', 'Sad', 'Neutral']"
2390,"The Queen of Nothing (The Folk of the Air, #3)","['Fantasy', 'Romance', 'Young Adult']","['Angry', 'Sad', 'Neutral']"
2393,"Old Man's War (Old Man's War, #1)",['Science Fiction'],"['Happy', 'Neutral']"
2398,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,['Travel'],['Angry']
